location,snow_depth,snow_water_equivalent,elevation_band,elevation,month,year
"Mill-d North",,5.8,8,8967,01,00
"Mill-d North",,13.2,8,8967,02,00
"Mill-d North",,20.5,8,8967,03,00
"Mill-d North",,27.4,8,8967,04,00
"Mill-d North",,12.7,8,8967,05,00
"Mill-d North",,0.0,8,8967,06,00
"Mill-d North",,9.9,8,8967,01,01
"Mill-d North",,11.8,8,8967,02,01
"Mill-d North",,15.4,8,8967,03,01
"Mill-d North",,16.7,8,8967,04,01
"Mill-d North",,14.2,8,8967,05,01
"Mill-d North",,0.0,8,8967,06,01
"Mill-d North",,13.8,8,8967,01,02
"Mill-d North",,16.9,8,8967,02,02
"Mill-d North",,20.0,8,8967,03,02
"Mill-d North",,26.7,8,8967,04,02
"Mill-d North",,18.0,8,8967,05,02
"Mill-d North",,0.0,8,8967,06,02
"Mill-d North",,5.6,8,8967,01,03
"Mill-d North",,7.8,8,8967,02,03
"Mill-d North",,12.4,8,8967,03,03
"Mill-d North",,15.6,8,8967,04,03
"Mill-d North",,11.1,8,8967,05,03
"Mill-d North",,0.0,8,8967,06,03
"Mill-d North",,13.7,8,8967,01,04
"Mill-d North",,17.1,8,8967,02,04
"Mill-d North",,22.0,8,8967,03,04
"Mill-d North",,18.0,8,8967,04,04
"Mill-d North",,10.7,8,8967,05,04
"Mill-d North",,0.0,8,8967,06,04
"Mill-d North",52,16.0,8,8967,01,05
"Mill-d North",61,22.2,8,8967,02,05
"Mill-d North",72,27.3,8,8967,03,05
"Mill-d North",97,35.9,8,8967,04,05
"Mill-d North",,34.7,8,8967,05,05
"Mill-d North",15,5.8,8,8967,06,05
"Mill-d North",54,14.3,8,8967,01,06
"Mill-d North",72,22.6,8,8967,02,06
"Mill-d North",76,27.1,8,8967,03,06
"Mill-d North",97,35.9,8,8967,04,06
"Mill-d North",67,31.3,8,8967,05,06
"Mill-d North",0,0.0,8,8967,06,06
"Mill-d North",29,6.5,8,8967,01,07
"Mill-d North",36,8.2,8,8967,02,07
"Mill-d North",69,14.3,8,8967,03,07
"Mill-d North",39,12.0,8,8967,04,07
"Mill-d North",0,0.0,8,8967,05,07
"Mill-d North",0,0.0,8,8967,06,07
"Mill-d North",45,7.7,8,8967,01,08
"Mill-d North",75,16.8,8,8967,02,08
"Mill-d North",72,23.0,8,8967,03,08
"Mill-d North",77,28.4,8,8967,04,08
"Mill-d North",71,29.2,8,8967,05,08
"Mill-d North",22,9.5,8,8967,06,08
"Mill-d North",32,8.5,8,8967,01,09
"Mill-d North",52,16.1,8,8967,02,09
"Mill-d North",55,20.2,8,8967,03,09
"Mill-d North",70,26.1,8,8967,04,09
"Mill-d North",51,25.1,8,8967,05,09
"Mill-d North",0,0.0,8,8967,06,09
"Mill-d North",26,4.6,8,8967,01,10
"Mill-d North",44,9.9,8,8967,02,10
"Mill-d North",48,13.1,8,8967,03,10
"Mill-d North",54,17.2,8,8967,04,10
"Mill-d North",58,18.9,8,8967,05,10
"Mill-d North",19,7.8,8,8967,06,10
"Mill-d North",58,13.7,8,8967,01,11
"Mill-d North",56,17.6,8,8967,02,11
"Mill-d North",79,25.3,8,8967,03,11
"Mill-d North",83,33.8,8,8967,04,11
"Mill-d North",97,44.3,8,8967,05,11
"Mill-d North",74,38.9,8,8967,06,11
"Mill-d North",21,4.6,8,8967,01,12
"Mill-d North",40,9.7,8,8967,02,12
"Mill-d North",61,14.8,8,8967,03,12
"Mill-d North",37,13.9,8,8967,04,12
"Mill-d North",4,1.3,8,8967,05,12
"Mill-d North",0,0.0,8,8967,06,12
"Mill-d North",39,9.8,8,8967,01,13
"Mill-d North",49,13.5,8,8967,02,13
"Mill-d North",50,15.6,8,8967,03,13
"Mill-d North",42,17.2,8,8967,04,13
"Mill-d North",40,17.6,8,8967,05,13
"Mill-d North",0,0.0,8,8967,06,13
"Mill-d North",23,5.5,8,8967,01,14
"Mill-d North",37,9.6,8,8967,02,14
"Mill-d North",60,18.3,8,8967,03,14
"Mill-d North",66,23.3,8,8967,04,14
"Mill-d North",36,15.3,8,8967,05,14
"Mill-d North",0,0.0,8,8967,06,14
"Mill-d North",38,9.2,8,8967,01,15
"Mill-d North",36,11.6,8,8967,02,15
"Mill-d North",37,13.3,8,8967,03,15
"Mill-d North",16,6.7,8,8967,04,15
"Mill-d North",0,0.0,8,8967,05,15
"Mill-d North",0,0.0,8,8967,06,15
"Mill-d North",40,9.7,8,8967,01,16
"Mill-d North",61,16.1,8,8967,02,16
"Mill-d North",50,18.5,8,8967,03,16
"Mill-d North",59,23.6,8,8967,04,16
"Mill-d North",36,13.9,8,8967,05,16
"Mill-d North",0,0.0,8,8967,06,16
